USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         183  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_10]
root         184  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_11]
root         185  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_11]
root         186  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_12]
root         187  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_12]
root         188  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_13]
root         189  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_13]
root         190  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_14]
root         191  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_14]
root         192  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_15]
root         193  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_15]
root         194  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_16]
root         195  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_16]
root         196  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_17]
root         197  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_17]
root         198  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_18]
root         199  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_18]
root         200  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_19]
root         201  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_19]
root         202  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_20]
root         203  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_20]
root         204  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_21]
root         205  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_21]
root         206  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_22]
root         207  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_22]
root         208  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_23]
root         209  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_23]
root         210  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_24]
root         211  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_24]
root         212  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_25]
root         213  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_25]
root         214  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_26]
root         215  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_26]
root         216  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_27]
root         217  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_27]
root         218  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_28]
root         219  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_28]
root         220  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_29]
root         221  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_29]
root         222  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_30]
root         223  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_30]
root         224  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_31]
root         225  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_31]
root         226  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_32]
root         227  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_32]
root         228  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_33]
root         229  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_33]
root         230  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_34]
root         231  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_34]
root         232  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_35]
root         233  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_35]
root         234  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_36]
root         235  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_36]
root         236  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_37]
root         237  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_37]
root         238  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_38]
root         239  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_38]
root         240  0.0  0.0      0     0 ?        S    Feb25   0:00 [scsi_eh_39]
root         241  0.0  0.0      0     0 ?        I<   Feb25   0:00 [scsi_tmf_39]
root         314  0.0  0.0      0     0 ?        S    Feb25   0:41 [jbd2/sdb1-8]
root         315  0.0  0.0      0     0 ?        I<   Feb25   0:00 [ext4-rsv-conver]
root         363  0.0  0.2 192856 49548 ?        Ss   Feb25   3:22 /lib/systemd/systemd-journald
root         387  0.0  0.0  27308  3988 ?        Ss   Feb25   0:01 /lib/systemd/systemd-udevd
root         470  0.0  0.0      0     0 ?        S<   Feb25   0:00 [spl_system_task]
root         471  0.0  0.0      0     0 ?        S<   Feb25   0:00 [spl_delay_taskq]
root         472  0.0  0.0      0     0 ?        S<   Feb25   2:07 [spl_dynamic_tas]
root         473  0.0  0.0      0     0 ?        S<   Feb25   0:00 [spl_kmem_cache]
root         474  0.0  0.0      0     0 ?        S    Feb25   0:00 [watchdogd]
root         476  0.0  0.0      0     0 ?        S    Feb25   0:00 [irq/38-mei_me]
root         491  0.0  0.0      0     0 ?        I<   Feb25   0:00 [led_workqueue]
root         497  0.0  0.0      0     0 ?        I<   Feb25   0:00 [cryptd]
root         549  0.0  0.0      0     0 ?        S    Feb25   0:00 [card0-crtc0]
root         550  0.0  0.0      0     0 ?        S    Feb25   0:00 [card0-crtc1]
root         551  0.0  0.0      0     0 ?        S    Feb25   0:00 [card0-crtc2]
root         560  0.0  0.0      0     0 ?        S<   Feb25   0:00 [zvol]
root         567  0.0  0.0      0     0 ?        S    Feb25   0:00 [arc_prune]
root         568  0.0  0.0      0     0 ?        S    Feb25   1:59 [arc_evict]
root         569  0.0  0.0      0     0 ?        SN   Feb25   0:27 [arc_reap]
root         570  0.0  0.0      0     0 ?        S    Feb25   0:00 [dbu_evict]
root         571  0.0  0.0      0     0 ?        SN   Feb25   2:02 [dbuf_evict]
root         576  0.0  0.0      0     0 ?        SN   Feb25   0:00 [z_vdev_file]
root         577  0.0  0.0      0     0 ?        S    Feb25   0:24 [l2arc_feed]
root         619  0.0  0.0      0     0 ?        S    Feb25   2:26 [jbd2/sdc2-8]
root         620  0.0  0.0      0     0 ?        I<   Feb25   0:00 [ext4-rsv-conver]
root         621  0.0  0.0      0     0 ?        S    Feb25   2:36 [jbd2/sdd1-8]
root         622  0.0  0.0      0     0 ?        I<   Feb25   0:00 [ext4-rsv-conver]
root         623  0.0  0.0      0     0 ?        S    Feb25   2:38 [jbd2/sda1-8]
root         624  0.0  0.0      0     0 ?        I<   Feb25   0:00 [ext4-rsv-conver]
root         722  0.0  0.0      0     0 ?        S<   Feb25   0:27 [z_null_iss]
root         723  0.0  0.0      0     0 ?        S<   Feb25   0:05 [z_null_int]
root         724  0.0  0.0      0     0 ?        S<   Feb25   0:01 [z_rd_iss]
root         725  0.1  0.0      0     0 ?        S<   Feb25  28:42 [z_rd_int]
root         726  0.0  0.0      0     0 ?        S<   Feb25   5:47 [z_wr_iss]
root         727  0.0  0.0      0     0 ?        S<   Feb25   0:00 [z_wr_iss_h]
root         728  0.0  0.0      0     0 ?        S<   Feb25   5:26 [z_wr_int]
root         729  0.0  0.0      0     0 ?        S<   Feb25   0:00 [z_wr_int_h]
root         730  0.0  0.0      0     0 ?        S<   Feb25   0:16 [z_fr_iss]
root         731  0.0  0.0      0     0 ?        S<   Feb25   0:00 [z_fr_int]
root         732  0.0  0.0      0     0 ?        S<   Feb25   0:00 [z_cl_iss]
root         733  0.0  0.0      0     0 ?        S<   Feb25   0:00 [z_cl_int]
root         734  0.0  0.0      0     0 ?        S<   Feb25   0:00 [z_ioctl_iss]
root         735  0.0  0.0      0     0 ?        S<   Feb25   0:04 [z_ioctl_int]
root         736  0.0  0.0      0     0 ?        S<   Feb25   0:00 [z_trim_iss]
root         737  0.0  0.0      0     0 ?        S<   Feb25   0:00 [z_trim_int]
root         738  0.0  0.0      0     0 ?        S    Feb25   0:00 [z_zvol]
root         739  0.0  0.0      0     0 ?        S    Feb25   0:00 [z_prefetch]
root         740  0.0  0.0      0     0 ?        S    Feb25   0:00 [z_upgrade]
root         743  0.0  0.0      0     0 ?        SN   Feb25   0:16 [dp_sync_taskq]
root         744  0.0  0.0      0     0 ?        SN   Feb25   0:16 [dp_sync_taskq]
root         745  0.0  0.0      0     0 ?        SN   Feb25   0:16 [dp_sync_taskq]
root         746  0.0  0.0      0     0 ?        SN   Feb25   0:00 [dp_zil_clean_ta]
root         747  0.0  0.0      0     0 ?        SN   Feb25   0:00 [dp_zil_clean_ta]
root         748  0.0  0.0      0     0 ?        SN   Feb25   0:00 [dp_zil_clean_ta]
root         749  0.0  0.0      0     0 ?        SN   Feb25   0:00 [dp_zil_clean_ta]
root         750  0.0  0.0      0     0 ?        S    Feb25   0:00 [z_zrele]
root         751  0.0  0.0      0     0 ?        S    Feb25   0:00 [z_unlinked_drai]
root         755  0.0  0.0      0     0 ?        S<   Feb25   0:06 [metaslab_group_]
root         756  0.0  0.0      0     0 ?        S<   Feb25   0:01 [metaslab_group_]
root         804  0.0  0.0      0     0 ?        S    Feb25   0:08 [txg_quiesce]
root         805  0.0  0.0      0     0 ?        S    Feb25   5:51 [txg_sync]
root         806  0.0  0.0      0     0 ?        S    Feb25   0:30 [mmp]
root         861  0.0  0.0      0     0 ?        SN   Feb25   0:00 [z_indirect_cond]
root         862  0.0  0.0      0     0 ?        SN   Feb25   0:00 [z_livelist_dest]
root         863  0.0  0.0      0     0 ?        SN   Feb25   0:00 [z_livelist_cond]
root         864  0.0  0.0      0     0 ?        SN   Feb25   0:00 [z_checkpoint_di]
systemd+    1025  0.0  0.0  90084  3956 ?        Ssl  Feb25   0:04 /lib/systemd/systemd-timesyncd
root        1059  0.0  0.0   6608  1844 ?        Ss   Feb25   0:02 /usr/sbin/cron -f
message+    1060  0.1  0.0   8256  3504 ?        Ss   Feb25  48:20 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1068  0.0  0.0 267412  8600 ?        Ss   Feb25   1:18 php-fpm: master process (/etc/php/8.2/fpm/php-fpm.conf)
root        1069  0.0  0.0 221788  6172 ?        Ssl  Feb25   0:40 /usr/sbin/rsyslogd -n -iNONE
root        1076  0.1  0.0  50104  5948 ?        Ss   Feb25  32:26 /lib/systemd/systemd-logind
kreonike    1078  0.6  0.0 859064 18380 ?        Ssl  Feb25 170:09 /home/kreonike/telegram-bot-api/bin/telegram-bot-api --local --api-id=379407 --api-hash=efcf2ffabb3ff4184966586ebd7a44ca --max-webhook-connections=1000
debian-+    1079  4.2  0.5 2179436 122808 ?      Ssl  Feb25 1154:43 /usr/bin/transmission-daemon -f --log-error
root        1083  0.0  0.0 175144  5036 ?        Ssl  Feb25   0:00 /usr/sbin/zed -F
root        1087  0.0  0.0   5872   828 tty1     Ss+  Feb25   0:00 /sbin/agetty -o -p -- \u --noclear - linux
root        1088  0.0  0.0  64628  8516 ?        Ss   Feb25   0:07 /lib/systemd/systemd-journald netdata
root        1090  0.0  0.0  10196  3856 ?        Ss   Feb25   0:00 /usr/sbin/vsftpd /etc/vsftpd.conf
root        1136  0.1  0.1 2096892 25452 ?       Ssl  Feb25  33:52 /usr/bin/containerd
root        1138  0.0  0.0  10364   972 ?        Ss   Feb25   0:00 nginx: master process /usr/sbin/nginx -g daemon on; master_process on;
www-data    1139  0.0  0.0  10716  2120 ?        S    Feb25   0:00 nginx: worker process
www-data    1140  0.0  0.0  10716  1868 ?        S    Feb25   0:00 nginx: worker process
www-data    1141  0.0  0.0  10716  1952 ?        S    Feb25   0:00 nginx: worker process
www-data    1142  0.0  0.0  10716  2116 ?        S    Feb25   0:00 nginx: worker process
root        1143  0.0  0.0  15432  7492 ?        Ss   Feb25   1:50 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        1158  0.0  0.0  70572 10028 ?        Ss   Feb25   0:36 /usr/sbin/nmbd --foreground --no-process-group
root        1161  0.0  0.0 2546548 8984 ?        Ssl  Feb25   1:58 /usr/sbin/veeamworker --pidfile /var/run/veeamservice.pid --daemon
root        1244  0.0  0.0  83228 13800 ?        Ss   Feb25   0:04 /usr/sbin/smbd --foreground --no-process-group
netdata     1264  3.1  1.0 948824 246804 ?       Ssl  Feb25 858:43 /usr/sbin/netdata -P /run/netdata/netdata.pid -D
www-data    1283  0.0  0.0 267612 18724 ?        S    Feb25   0:00 php-fpm: pool www
www-data    1285  0.0  0.0 267412  1024 ?        S    Feb25   0:00 php-fpm: pool www
mysql       1292  0.0  0.1 2337344 30672 ?       Ssl  Feb25   5:12 /usr/sbin/mariadbd
root        1303  1.0  0.1 3693756 40856 ?       Ssl  Feb25 284:37 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1311  0.0  0.0  81540  5244 ?        S    Feb25   0:01 /usr/sbin/smbd --foreground --no-process-group
root        1312  0.0  0.0  81532  1696 ?        S    Feb25   0:01 /usr/sbin/smbd --foreground --no-process-group
netdata     1321  0.0  0.0  82184  2288 ?        S    Feb25   1:45 spawn-plugins                                   
pdns        1522  0.0  0.0 702740 13404 ?        Ssl  Feb25   1:59 /usr/sbin/pdns_server --guardian=no --daemon=no --disable-syslog --log-timestamp=no --write-pid=no
root        1597  0.0  0.0  31080  2552 ?        Ssl  Feb25   0:00 /usr/sbin/pcscd --foreground --auto-exit
root        1819  0.0  0.0 343168 22804 ?        Sl   Feb25  12:04 /usr/libexec/netdata/plugins.d/ebpf.plugin 1
netdata     1821  0.0  0.0 127408  3548 ?        Sl   Feb25   7:38 /usr/libexec/netdata/plugins.d/network-viewer.plugin 1
netdata     1822  0.0  0.0 201808  4496 ?        Sl   Feb25  18:21 /usr/libexec/netdata/plugins.d/systemd-journal.plugin 1
netdata     1826  0.7  0.2 1344444 66956 ?       Sl   Feb25 194:07 /usr/libexec/netdata/plugins.d/go.d.plugin 1
netdata     1829  3.2  0.0 101700  9412 ?        Sl   Feb25 889:51 /usr/libexec/netdata/plugins.d/apps.plugin 1
netdata     1850  0.0  0.0  12696    44 ?        S    Feb25   1:40 spawn-setns                                           
root        2200  0.0  0.0 1597180 2484 ?        Sl   Feb25   0:01 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 8000 -container-ip 172.17.0.6 -container-port 8000
root        2206  0.0  0.0 1671424  540 ?        Sl   Feb25   0:01 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 8000 -container-ip 172.17.0.6 -container-port 8000
root        2213  0.0  0.0 1745156  480 ?        Sl   Feb25   0:01 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 9443 -container-ip 172.17.0.6 -container-port 9443
root        2223  0.0  0.0 1744900 2376 ?        Sl   Feb25   0:01 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 9443 -container-ip 172.17.0.6 -container-port 9443
root        2253  0.0  0.0 1671424 2372 ?        Sl   Feb25   0:01 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 548 -container-ip 172.17.0.7 -container-port 548
root        2273  0.0  0.0 1818888 3340 ?        Sl   Feb25   0:01 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 548 -container-ip 172.17.0.7 -container-port 548
root        2281  0.0  0.0 1745156  512 ?        Sl   Feb25   0:01 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 636 -container-ip 172.17.0.7 -container-port 636
root        2288  0.0  0.0 1745156  512 ?        Sl   Feb25   0:01 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 636 -container-ip 172.17.0.7 -container-port 636
root        2309  0.0  0.0 1237940 5308 ?        Sl   Feb25   3:33 /usr/bin/containerd-shim-runc-v2 -namespace moby -id d3b89661d136276b84afb1f3d34ec9bebf93a320fcfd504b294d4ebc7ac08c64 -address /run/containerd/containerd.sock
root        2310  0.0  0.0 1238196 5808 ?        Sl   Feb25   3:45 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 43ed3a4312a7be65b1705c5d35817bc706540537887ed8b406dbd73a7e6d07f0 -address /run/containerd/containerd.sock
root        2446  0.0  0.0 1238196 5332 ?        Sl   Feb25   2:52 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 962c065f0507e3e3377e18ec10df70f870561337473f7e65185b860c16fb5310 -address /run/containerd/containerd.sock
root        2478  0.1  1.5 2799404 370828 ?      Ssl  Feb25  30:53 java -Xms1g -Xmx1g -Djava.net.preferIPv4Stack=true -jar tracker-server.jar conf/traccar.xml
root        2498  0.0  0.0 116288  8596 ?        Ssl  Feb25   0:31 /watchtower storagenode watchtower --stop-timeout 300s
root        2513  0.0  0.0 761776 19120 ?        Ssl  Feb25   4:39 /portainer
root        2550  0.0  0.0 1237940 4956 ?        Sl   Feb25   1:20 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 830292e26fa29c3e4c9223e820a2ad4e8fe2860c062357581959549078737326 -address /run/containerd/containerd.sock
root        2600  0.0  0.0  19040  1608 pts/0    Ss+  Feb25   5:22 /usr/bin/python2 /usr/bin/supervisord -c /etc/supervisor/conf.d/supervisord.conf
root        2861  0.0  0.0   2172    72 pts/0    S    Feb25   0:00 /bin/bash /start_netatalk.sh
root        2873  0.0  0.0   3076    88 pts/0    S    Feb25   0:39 netatalk -d
root        2899  0.0  0.0   4712   172 pts/0    S    Feb25   0:00 /usr/bin/afpd -d -F /etc/afp.conf
root        2900  0.0  0.0   3108     0 pts/0    S    Feb25   0:00 /usr/bin/cnid_metad -d -F /etc/afp.conf
root        8427  0.0  0.0  19368  6992 ?        Ss   Feb25   0:00 /lib/systemd/systemd --user
root        8428  0.0  0.0 169020   560 ?        S    Feb25   0:00 (sd-pam)
root      163621  0.0  0.0 1818888 2372 ?        Sl   Mar08   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 192.168.10.79 -host-port 14002 -container-ip 172.17.0.10 -container-port 14002
root      163632  0.0  0.0 1671168 2368 ?        Sl   Mar08   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 28967 -container-ip 172.17.0.10 -container-port 28967
root      163643  0.0  0.0 1744900 2260 ?        Sl   Mar08   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 28967 -container-ip 172.17.0.10 -container-port 28967
root      163651  0.0  0.0 1744900 2392 ?        Sl   Mar08   0:00 /usr/bin/docker-proxy -proto udp -host-ip 0.0.0.0 -host-port 28967 -container-ip 172.17.0.10 -container-port 28967
root      163659  0.0  0.0 1745156  500 ?        Sl   Mar08   0:00 /usr/bin/docker-proxy -proto udp -host-ip :: -host-port 28967 -container-ip 172.17.0.10 -container-port 28967
root      163693  0.0  0.0 1238196 5100 ?        Sl   Mar08   1:28 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 7b40bb4ca1c78d8f85663f01c31bba7aec2c95461e803666cd4044afc000e9da -address /run/containerd/containerd.sock
root      163714  0.0  0.0  24716  2312 ?        Ss   Mar08   2:58 /usr/bin/python2 /usr/bin/supervisord -c /etc/supervisor/supervisord.conf
root      163756  0.0  0.0   3736     0 ?        S    Mar08   0:00 /bin/bash /bin/stop-supervisor
root      163757  3.0  0.5 1763936 133320 ?      Sl   Mar08 365:39 /app/storagenode run --config-dir config --identity-dir identity --metrics.app-suffix=-alpha --metrics.interval=30m --version.server-address=https://version.storj.io --storage.allocated-disk-space=10TB --contact.external-address=95.79.40.128:28967 --operator.email=kreonike@gmail.com --operator.wallet=0x4D509F8093C42D6c151A39f7418F45db4caD11fc --operator.wallet-features=zksync-era
root      163758  0.0  0.0 1260884 21472 ?       Sl   Mar08   1:22 /app/storagenode-updater run --binary-location /app/storagenode --config-dir config --identity-dir identity --metrics.app-suffix=-alpha --metrics.interval=30m --version.server-address=https://version.storj.io
root      264871  0.0  0.0  12592  3012 ?        S    Mar15   0:09 /usr/libexec/netdata/plugins.d/nfacct.plugin 1
netdata   264996  0.1  0.0  86556  4600 ?        Sl   Mar15   1:40 /usr/libexec/netdata/plugins.d/debugfs.plugin 1
root      293004  0.0  0.0 1745156 2424 ?        Sl   Mar13   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 192.168.10.79 -host-port 14003 -container-ip 172.17.0.8 -container-port 14002
root      293014  0.0  0.0 1745156 2432 ?        Sl   Mar13   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 28968 -container-ip 172.17.0.8 -container-port 28967
root      293022  0.0  0.0 1671168 2500 ?        Sl   Mar13   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 28968 -container-ip 172.17.0.8 -container-port 28967
